"","AF","PY","TC"
"3928","MIKATI, ABDUL G.;ABU GHEIDA, IBRAHIM;SHAMSEDDINE, ALHAN;MIKATI, MOHAMAD A.;KARAM, PASCALE E.",2013,10
"3929","JURADO, SARA A.;ALVIN, G. K. GLEN;SELIM, M. ANGELICA;PIPKIN, CLARE A.;KRESS, DOUGLAS;JAMORA, MARIA JASMIN J.;BILLINGS, STEVEN D.",2012,11
"3930","LAMBRECHTS, WIM;VAN PETEGEM, PETER",2016,42
"3931","KAUFMANN, J.;LASCHAT, M.;WAPPLER, F.",2014,2
"3932","LINDH, HELENA;OLSSON, ANNIKA",2010,7
"3933","BHATTACHARYYA, ARPITA;KRISHNAN, SHEKHAR;SAHA, VASKAR;GOEL, GAURAV;BHATTACHARYA, SANJAY;HMAR, LALAWMPUIA",2014,5
"3934","JIMENEZ-ORTIZ, HECTOR FERNANDEZ;YANEZ, RAUL SAMPEDRO;TORCAL, BEATRIZ VILLARRUBIA;RODRIGUEZ, BORJA MAROTO;PEREZ, SARA NAVA;MONJA, NATALIA",2021,1
"3935","HOSSAIN, RYDHWANA;CHELALA, LYDIA;AMIN, SAGAR B.;BERGQUIST, PETER J.;VAIRAVAMURTHY, JENANAN;JEUDY, JEAN;WHITE, CHARLES S.",2019,3
"3936","GIANNOULAKIS, CHRYSOSTOMOS;APOSTOLOPOULOU, ARTEMISIA",2011,8
"3937","LODGE, AMY;BAMFORD, DAVID",2007,9
"3938","PUPLAMPU, BILL BUENAR;DASHWOOD, HEVINA S.",2011,9
"3939","GIAKOUMELOU, SEVI;WHEELHOUSE, NICK;CUSCHIERI, KATE;ENTRICAN, GARY;HOWIE, SARAH E. M.;HORNE, ANDREW W.",2016,188
"3940","SOHRABPOUR, VAHID;HELLSTROM, DANIEL;JAHRE, MARIANNE",2012,20
"3941","PIZEM, JOZE;MATJASIC, ALENKA;ZUPAN, ANDREJ;LUZAR, BOSTJAN;SEKORANJA, DAJA;DIMNIK, KATARINA",2021,2
"3942","KAERNER, TOBIAS;HOENING, JANA",2021,1
"3943","KENNO, STACI A.;SAINTY, BARBARA",2017,5
"3944","TROISI, ORLANDO;CIASULLO, MARIA VINCENZA;CARRUBBO, LUCA;SARNO, DEBORA;GRIMALDI, MARA",2019,3
"3945","VIERKOETTER, KOAH ROBIN;KAGAMI, LAURA A. T.;AHN, HYEONG JUN;SHIMIZU, DAVID M.;TERADA, KEITH Y.",2016,13
"3946","DALE, LEILA PFAEFFLI;WHITTAKER, ROBYN;EYLES, HELEN;MHURCHU, CLIONA NI;BALL, KYLIE;SMITH, NATASHA;MADDISON, RALPH",2014,20
"3947","SMITH, SILAS W.;HAUBEN, MANFRED;ARONSON, JEFFREY K.",2012,35
"3948","SCHAEFER, HANS-BERND",2019,2
"3949","RAGHAVENDRA, KUMAR P.;SIDDAGANGAIAH, PALAKSHAMURTHY B.;UPRETI, SHAILESH",2015,1
"3950","MUKHIJA, V",2004,4
"3951","NELSON, RICHARD L.;FURNER, SYLVIA E.;WESTERCAMP, MATTHEW;FARQUHAR, CINDY",2010,29
"3952","KALKO, EKV;HANDLEY, CO",2001,151
"3953","NABILI, VISHAD;ZAIA, BRITA;BLACKWELL, KEITH E.;HEAD, CHRISTIAN S.;GRABSKI, KARSTEN;SERCARZ, JOEL A.",2007,12
"3954","SHEN, XIAOHONG;XIA, JUN;ADAMS, CLIVE E.",2012,10
"3955","WELCH, MARY",2012,68
"3956","HEDAYATIFAR, L.;VAHABI, M.;JAFARI, G. R.",2011,58
"3957","DELGADO, F;MUGA, JG;RUSCHHAUPT, A;GARCIA-CALDERON, G;VILLAVICENCIO, J",2003,19
"3958","MITCHELL, GEORGE E.;SCHMITZ, HANS PETER",2014,45
"3959","BRENNAN, JAMES R.",2021,4
"3960","TWERSKI, AARON D.",2020,0
"3961","BONNETON, DOMITILLE;FESTING, MARION;MURATBEKOVA-TOURON, MARAL",2020,1
"3962","NAAR, SYLVIE;CZAJKOWSKI, SUSAN M.;SPRING, BONNIE",2018,9
"3963","BALL, KA;AFHELDT, MJ",2002,28
"3964","DOBBER, JOS;SNATERSE, MARJOLEIN;LATOUR, CORINE;PETERS, RON;TER RIET, GERBEN;REIMER, WILMA SCHOLTE OP;DE HAAN, LIEUWE;VAN MEIJEL, BERNO",2021,0
"3965","KRAFFT, P;FRIDRICH, P;PERNERSTORFER, T;FITZGERALD, RD;KOC, D;SCHNEIDER, B;HAMMERLE, AF;STELTZER, H",1996,183
"3966","ZAPP, MIKE;DAHMEN, CLARISSA",2017,11
"3967","ROSAS, A;GORDO, I;CAMPOS, PRA",2005,7
"3968","BREVIK, I;OWE, C",1997,3
"3969","MIRIZZI, A;RAFFELT, GG;SERPICO, PD",2005,65
"3970","DOMANSKI, T;LITAK, G;WYSOKINSKI, KI",1994,1
"3971","HANADA, MASANORI;HYAKUTAKE, YOSHIFUMI;ISHIKI, GORO;NISHIMURA, JUN",2016,19
"3972","KUMAR, ASHUTOSH",2017,3
"3973","[ANONYMOUS]",2017,0
"3974","LAI, YJ;I, L",1999,89
"3975","WATANABE, GENTARO;PETHICK, C. J.",2017,51
"3976","JACKSON, KA",1993,83
"3977","KUDLER-FLAM, JONAH",2021,10
"3978","TROTT, MATTHEW J.;HOOLEY, CHRIS A.",2018,0
"3979","RO, SUNGHAN;KIM, YONG WOON",2017,14
"3980","NAITOH, T;ERNST, MH;VANDERHOEF, MA;FRENKEL, D",1991,17
"3981","CORNELIUS, JAN FREDERICK;KANIA, ROMAIN;BOSTELMANN, RICHARD;HERMAN, PHILIPPE;GEORGE, BERNARD",2011,31
"3982","MARAVELLAS, CHRISTIAN",2009,6
"3983","SUN, YING;BABU, PRABHU;PALOMAR, DANIEL P.",2014,35
"3984","CAREY, MARIE;WELLS, CATHERINE",2019,0
"3985","TADA, HAYATO;KAWASHIRI, MASA-AKI;YAMAGISHI, MASAKAZU",2017,14
"3986","PHAM, VICKY M.;WHITE, JENNIFER M.;GUNTHER, STEVEN R.;STEWART, JONATHAN T.",2021,0
"3987","VARLEY, GA;HUANG, D;RAPUANO, CJ;SCHALLHORN, S;WACHLER, BSB;SUGAR, A",2004,111
"3988","HARVEY, AG;BREWIN, CR;JONES, C;KOPELMAN, MD",2003,55
"3989","SAIFUDDIN, A",2000,30
"3990","HIEBL, MARTIN R. W.;MAYRLEITNER, BARBARA",2019,17
"3991","BARLEHNER, E;BENHIDJEB, T;ANDERS, S;SCHICKE, B",2005,5
"3992","SPINNER, ROBERT J.;AMRAMI, KIMBERLY K.;WANG, HUAN;KLIOT, MICHEL;CARMICHAEL, STEPHEN W.",2008,17
"3993","SCHWARZ, S;LEWELING, H;SAGSTETTER, BU;MEINCK, HM",2005,0
"3994","WALSH, R. R.;SMALL, S. L.;CHEN, E. E.;SOLODKIN, A.",2008,53
"3995","YAMAUCHI, AKIRA;SHIRAI, AYA;KAWABE, KAZUNARI;IWAMOTO, TADASHI;WAKIYA, TAKESHI;NISHIYAMA, HIROKI;INAGI, SHINSUKE;TOMITA, IKUYOSHI",2016,4
"3996","MOLWAY, LAURA",2019,0
"3997","TOK, M. EVREN;KAMINSKI, JOSEPH JON",2019,7
"3998","FRANKE, HELGE;FRYER, GARY;OSTELO, RAYMOND W. J. G.;KAMPER, STEVEN J.",2015,44
"3999","LEVMORE, S",2005,9
"4000","LANE, KATHLEEN LYNNE;CARTER, ERIK W.",2012,0
"4001","BUCHMAN, CRAIG A.;ROUSH, PATRICIA A.;TEAGLE, HOLLY F. B.;BROWN, CAROLYN J.;ZDANSKI, CARLTON J.;GROSE, JOHN H.",2006,109
"4002","PARK, SANGHYUK;HWANG, HYERIM;KIM, MINJUNG;MOON, JUN HYUK;KIM, SHIN-HYUN",2020,12
"4003","SHAMIR, MICHAL;SHAMIR, JACOB",2007,8
"4004","HIGHFIELD, TIM;KIRCHHOFF, LARS;NICOLAI, THOMAS",2011,9
"4005","ROWLEY, CHRIS;OH, INGYU;JANG, WONHO",2021,4
"4006","PHIPPS, S",2002,17
"4007","VAKHARIA, KUNAL;WAQAS, MUHAMMAD;MUNICH, STEPHAN A.;MCPHEETERS, MATTHEW J.;LEVY, ELAD I.",2019,0
"4008","FEELY, MICHAEL;TONDON, RASHMI;GUBBIOTTI, MARIA;STASHEK, KRISTEN M.;NUMBERE, NUMBEREYE;HUBER, AARON R.;SHARMA, ASHWANI K.;GELLER, BRIAN S.;SALARIA, SAFIA N.;GONZALEZ, RAUL S.",2022,0
"4009","CHAUDHRY, HARMAN;MACDONALD, STEVEN J.;HOWARD, JAMES L.;LANTING, BRENT A.;MCCALDEN, RICHARD W.;NAUDIE, DOUGLAS D.;VASARHELYI, EDWARD M.",2020,7
"4010","VOSSOUGH, ARASTOO;LIMPEROPOULOS, CATHERINE;PUTT, MARY E.;DU PLESSIS, ADRE J.;SCHWAB, PETER J.;WU, JUE;GEE, JAMES C.;LICHT, DANIEL J.",2013,17
"4011","KUMAR, ROOPESH V. R.;MADHGUIRI, VENKATESH S.;SASIDHARAN, GOPALAKRISHNAN M.;GUNDAMANENI, SUDHEER KUMAR;YADAV, AWDHESH KUMAR",2013,7
"4012","STERZ, ULRICH;GRUBE, MATTHIAS;HERR, WOLFGANG;MENHART, KARIN;WENDL, CHRISTINA;VOGELHUBER, MARTIN",2021,2
"4013","LOFRESE, GIORGIO;MONGARDI, LORENZO;DE BONIS, PASQUALE;SCERRATI, ALBA;NICASSIO, NICOLA;CULTRERA, FRANCESCO",2020,1
"4014","DJIKHY, SORAYA;MOUSTAGHFIR, KARIM",2019,16
"4015","O'DRISCOLL, D;BRITTON, P;BOBROW, L;WISHART, GC;SINNATAMBY, R;WARREN, R",2001,53
"4016","CEPLECHA, V.;SVOBODOVA, V.;LENDON, C.;HUSNIK, R.;HORACKOVA, K.;SVOBODA, M.",2017,1
"4017","RUDBERG, MARTIN;CEDERBORG, OLA",2011,9
"4018","MCGRATH, ML;MELLON, MW;MURPHY, L",2000,53
"4019","GAJZER, DAVID C.;FLETCHER, CHRISTOPHER D.;AGAIMY, ABBAS;BRCIC, IVA;KHANLARI, MAHSA;ROSENBERG, ANDREW E.",2020,8
"4020","GILDENER-LEAPMAN, JULIANA R.;SHEPS, IYAR;STEIN, RAN;BENYAMINI, OREN;MILSTEIN, ASHER;HARTSTEIN, MORRIS E.",2019,5
"4021","VACCARI, MIRIAN SAYURI;SANDERSON, DAVID;LOOSEMORE, MARTIN;MOJITAHEDI, MOHAMMAD",2020,0
"4022","MUNICH, STEPHAN A.;VAKHARIA, KUNAL;LEVY, ELAD I.",2019,3
"4023","TERRY, MARK A.;SHAMIE, NEDA;CHEN, EDWIN S.;HOAR, KAREN L.;FRIEND, DANIEL J.",2008,189
"4024","VALERI, MARCO;BAGGIO, RODOLFO",2021,55
"4025","MUNICH, STEPHAN A.;WAQAS, MUHAMMAD;VAKHARIA, KUNAL;MCPHEETERS, MATTHEW J.;SIDDIQUI, ADNAN H.",2019,0
"4026","CUNNINGHAM, AARON;AUERBACH, MARC;CICERO, MARK;JAFRI, MUBEEN",2018,23
"4027","STRATTON, ROY",2018,2
"4028","DUFOUR, JEAN-FRANCOIS;PRADAT, PIERRE;RUIVARD, MARC;HOT, ARNAUD;DUMONTET, CHARLES;BROUSSOLLE, CHRISTIANE;TREPO, CHRISTIAN;SEVE, PASCAL",2009,20
"4029","FREDRIKSSON, ANNA;JONSSON, PATRIK",2009,34
"4030","STEELE, DL;RAJARATNAM, SMW;REDMAN, JR;PONSFORD, JL",2005,28
"4031","AMIR, SHABANA;HAYAT, TEHMINA;MAQBOOL, ARSHIA",2018,0
"4032","MOFFATT, S. E.;GOLDBERG, B.;KONG, V. Y.;DA COSTA, J-P;SMITH, M. T. D.;BRUCE, J. L.;LAING, G. L.;CLARKE, D. L.",2020,0
"4033","SILLAY, KARL A.;ONDOMA, SOLOMON;WINGEIER, BRETT;SCHOMBERG, DOMINIC;SHARMA, PRIYANKA;KUMAR, RAHUL;MIRANPURI, GURWATTAN S.;WILLIAMS, JUSTIN",2018,10
"4034","MORIN, STEPHEN F.;MORFIT, SIMON;MAIORANA, ANDRE;ARAMRATTANA, APINUN;GOICOCHEA, PEDRO;MUTSAMBI, JOHN MICHAEL;ROBBINS, JONATHAN LESERMAN;RICHARDS, T. ANNE",2008,42
"4035","WOLDT, JASON JAMES;PRASAD, SAMEER;TATA, JASMINE",2019,4
"4036","LEONARDO, DENIS GUSTAVO;SERENO, BRUNO;ANNA DA SILVA, DANIEL SANT;SAMPAIO, MAURO;MASSOTE, ALEXANDRE AUGUSTO;SIMOES, JAIRO CELSO",2017,12
"4037","ROTTGERS, S. ALEX;CAMISON, LILIANA;MAI, RICK;SHAKIR, SAMEER;GRUNWALDT, LORELEI;NOWALK, ANDREW J.;NATALI, MEGAN;LOSEE, JOSEPH E.",2016,5
"4038","DAWSON, DL;ZIERLER, RE;STRANDNESS, DE;CLOWES, AW;KOHLER, TR",1993,141
"4039","IBRAHIMI, OMAR A.;SAKAMOTO, FERNANDA H.;TANNOUS, ZEINA;ANDERSON, R. ROX",2011,19
"4040","RABIEI, MAHNAZ;MORADINEJAD, MOHAMMAD HASSAN;MOZAFFARI, HABIBEH;NEISANGHALB, MOHAMMAD HADIZADEH;POURPAK, ZAHRA",2007,0
"4041","LANGE, JENNY;ZHOU, HAIYAN;MCTAGUE, AMY",2022,0
"4042","STAUDUHAR, PAUL J.;JONES, A. KYLE",2021,0
"4043","KOVACH, ALEXANDRA E.;PACHECO, M. CRISTINA",2018,1
"4044","HUNTER, ALASDAIR G. W.;GRAHAM, JOHN M., JR.;NERI, GIOVANNI;ROGERS, R. CURTIS;STEVENSON, ROGER E.;TURNER, GILLIAN;FRIEZ, MICHAEL J.",2014,1
"4045","UCCINI, STEFANIA;AL-JADIRY, MAZIN F.;SCARPINO, STEFANIA;FERRARO, DANIELA;ALSAADAWI, ADEL R.;AL-DARRAJI, AMIR F.;MOLETI, MARIA LUISA;TESTI, ANNA MARIA;AL-HADAD, SALMA A.;RUCO, LUIGI",2015,35
"4046","PICKERING, MARK",2015,2
"4047","MONROE, ALAN T.;FARICY, PATRICK O.;JENNINGS, SCOTT B.;BIGGERS, ROBERT D.;GIBBS, GREGORY L.;PEDDADA, ANUJ V.",2008,19
"4048","TAYLOR, MANDRILL;PETRAKIS, ISMENE;RALEVSKI, ELIZABETH",2017,14
"4049","GIORGADZE, TAMAR A.;SCOGNAMIGLIO, THERESA;YANG, GRACE C. H.",2015,22
"4050","KEMPF, LUCAS;GOLDSMITH, JONATHAN C.;TEMPLE, ROBERT",2018,66
"4051","BECKER, NILS;CHERNOCK, REBECCA D.;NUSSENBAUM, BRIAN;LEWIS, JAMES S., JR.",2014,16
"4052","BYDON, MOHAMAD",2019,0
"4053","BAGLAJ, MACIEJ;CARACHI, ROBERT",2007,46
"4054","RICHTER, SUSANN;MAKOVITZKY, JOSEF",2006,4
"4055","NAIDOO, PRAGASHNIE;KOCH, HELGA ELKE;ANDERSON, JASSMINE;GHELA, PRASHIKA;GOVENDER, PERUSHA;HOOSEN, NAUSHEENA;KHAN, HALIMA",2014,1
"4056","CHAIN, JEFFREY R.;KINGDOM, TODD T.",2007,8
"4057","BERKELEY, RUPERT;OKEREKE, ODINAKACHUKWU;MALHOTRA, KARAN;SAIFUDDIN, ASIF",2021,3
"4058","COLLINS, JENNIFER A.;PING, BO;BISHOP, JUSTIN A.;ALI, SYED Z.",2016,11
"4059","HINGLEY, MARTIN;SODANO, VALERIA;LINDGREEN, ADAM",2008,18
"4060","DA SILVA, FABIO AQUINO;MARTINS OLIVEIRA, VALMIR",2017,1
"4061","ESAN, ADEDEJI O.;KHAN, MOHAMMED K.;QI, HONG S.;NAYLOR, CRAIG",2013,10
"4062","HO, DEAN;WANG, PETER;KEE, THEODORE",2019,42
"4063","SATTAR, HUSAIN A.;HUSAIN, ALIYA N.;KIM, ANTONY Y.;KRAUSZ, THONIAS",2006,13
"4064","SUD, RAHUL;GARRY, LORRAINE;SPICER, STEPHEN TIMOTHY;ALLEN, RICHARD D. M.;ERIS, JOSETTE M.;WYBURN, KATE;VERRAN, DEBORAH;COOPER, CAROLINE LOUISE;CHADBAN, STEVE",2014,10
"4065","DUCHAINE, BRADLEY C.",2006,156
"4066","VIBERG, DANIEL;ESLAMI, MOHAMMAD H.",2020,0
"4067","KROLL, NEA;MARKOWITSCH, HJ;KNIGHT, RT;VONCRAMON, DY",1997,113
"4068","ROTH, LAWRENCE M.;RAMZY, IBRAHIM",2014,7
"4069","VENZIN, MARKUS;KUMAR, VIKAS;KLEINE, JENS",2008,27
"4070","FERIA, SERGIO L.",2014,8
"4071","ZASOWSKA-NOWAK, ANNA;CIALKOWSKA-RYSZ, ALEKSANDRA",2013,1
"4072","ALOTAIBI, TURKI KHALID;ALFAGEEH, MOHAMMED AHMED ALI;ALZAHRANI, SALEH EISA;ALFALLAJ, TALAL HAMID;ALALWAN, MOHAMMAD ABDULRAZZAQ;ALMULHIM, AHMED KHALID;ALMULHIM, ABDULLAH FAREED;ALANZI, OMAR ABDULAZIZ;ASKAR, SULTAN SALAH;ALHARFI, MAITHAA MOHAMMED ALI;ALHUSSAIN, AHMED SAMI ALI",2019,0
"4073","NEWMAN, SCOTT;FAN, LIYING;PRIBNOW, ALLISON;SILKOV, ANTONINA;RICE, STEPHEN V.;LEE, SEUNGJAE;SHAO, YING;SHANER, BRIDGET;MULDER, HEATHER;NAKITANDWE, JOY;SHURTLEFF, SHEILA;AZZATO, ELIZABETH M.;WU, GANG;ZHOU, XIN;BARNHILL, RAYMOND;EASTON, JOHN;NICHOLS, KIM E.;ELLISON, DAVID W.;DOWNING, JAMES R.;PAPPO, ALBERTO;POTTER, PHILIP M.;ZHANG, JINGHUI;BAHRAMI, ARMITA",2019,37
"4074","EGHWRUDJAKPOR, PATRICK O.;ALLISON, AKARIBARI B.",2010,10
"4075","WONG, TIFFANY;STANG, ANTONIA S.;GANSHORN, HEATHER;HARTLING, LISA;MACONOCHIE, IAN K.;THOMSEN, ANNA M.;JOHNSON, DAVID W.",2013,28
"4076","GORINI, ALESSANDRA;FASANO, AUGUSTO LOSSA;GAGGIOLIL, ANDREA;VIGNA, CINZIA;RIVA, GIUSEPPE",2008,2
"4077","MIKKOLA, JULIANA H.;SKJOTT-LARSEN, TAGE",2006,24
"4078","LIPPI, DONALD E.;CARLEY, JACOB R.;KLEIST, DARYL T.",2019,6
"4079","KAYA, CIGDEM;BEHRAM, NIHAL KARTALTEPE;ATAMAN, GOKSEL",2016,2
"4080","ALBERS, CRAIG A.;HOFFMAN, ALICIA J.;LUNDAHL, ALLISON A.",2009,7
"4081","TYSKBO, DANIEL",2019,12
"4082","SIMPSON, E. C.;TOSTEVIN, J. A.",2012,2
"4083","TSAI, FENG-CHING;CHEN, HSUAN-YI",2008,3
"4084","BADOIU, GEORGIANA-ALEXANDRA;SEGARRA-CIPRES, MERCEDES;ESCRIG-TENA, ANA B.",2020,12
"4085","XU, SHENGLONG;BARREIRO, JULIO T.;WANG, YU;WU, CONGJUN",2018,12
"4086","DI PIETRO, LORENZO;KOMARGODSKI, ZOHAR;SHAMIR, ITAMAR;STAMOU, EMMANUEL",2016,48
"4087","JEN, H. H.;YIP, S. -K.",2017,4
"4088","SKUGOREVA, MARIA A.;TOPORENSKY, ALEXEY V.;VERNOV, SERGEY YU.",2014,26
"4089","D'EMIDIO, JONATHAN;KAUL, RIBHU K.",2017,17
"4090","PILOZZI, L;D'ANDREA, A;CHO, K",2004,38
"4091","REYES-LILLO, SEBASTIAN E.;RANGEL, TONATIUH;BRUNEVAL, FABIEN;NEATON, JEFFREY B.",2016,9
"4092","BAE, YK;LORENTS, DC;YOUNG, SE",1991,20
"4093","KRISTIANSEN, ALEXANDER;SCHWEIZER, ROGER",2021,1
"4094","GOV, N",2000,8
"4095","LIU, PEIFENG;LACEY, ROY A.",2018,2
"4096","BULMASH, DANIEL;JIAN, CHAO-MING;QI, XIAO-LIANG",2017,3
"4097","TIMOFEYUK, N. K.;THOMPSON, I. J.",2008,8
"4098","FRANCHINO-VINAS, SEBASTIAN;GIES, HOLGER",2019,5
"4099","SASSA, YURIKO;SHIBATA, SHUHEI;IWASHITA, YASUTAKA;KIMURA, YASUYUKI",2012,20
"4100","HESSE, M.;VANDERPLASSCHEN, W.;RAPP, R. C.;BROEKAERT, E.;FRIDELL, M.",2007,33
"4101","PEARCE, DARIAN;DORA, MANOJ;WESANA, JOSHUA;GELLYNCK, XAVIER",2018,24
"4102","PATTYN, N.;MIGEOTTE, P. -F.;MORAIS, J.;SOETENS, E.;CLUYDTS, R.;KOLINSKY, R.",2009,6
"4103","GLORIA JUNIOR, IRAPUAN",2015,1
"4104","JENSEN, JESPER KRONBORG;MUNKSGAARD, KRISTIN BALSLEV;ARLBJORN, JAN STENTOFT",2013,31
"4105","HEJNA, M;HABERL, I;RADERER, M",1999,51
"4106","VERNON, M. M.;POWELL, D.;SCHULTZ, A. H.;SIMON, T. D.;DOHERTY, D.",2015,2
"4107","VAN DEN AARDWEG, MAAIKE T. A.;SCHILDER, ANNE G. M.;HERKERT, ELLEN;BOONACKER, CHANTAL W. B.;ROVERS, MAROESKA M.",2010,20
"4108","ISAJI, KOSUKE;MATSUOKA, SHIN-ICHI;SUZUKI, MASATO",2021,0
"4109","HUME, LINDA;KHAN, NADIA;REILLY, MARTIN",2021,0
"4110","PEET, M;PETERS, S",1995,92
"4111","DEUSCHL, G",1998,0
"4112","SYRIGOU, EKATERINI;SYRIGOS, KOSTAS;SAIF, A. WASIF",2008,33
"4113","KITZINGER, CELIA",2008,24
"4114","AGUDELO, D;BRETON-LOPEZ, J;BUELA-CASAL, G",2003,4
"4115","DOMENES, PRISCILA MICHEL;URDAN, ANDRE TORRES",2019,1
"4116","HOERL, WALTER H.",2006,11
"4117","MARTINEZ-PIZARRO, AINHOA;DESVIAT, LOURDES R.",2022,1
"4118","BELL, ERICA",2007,5
"4119","FOUNTZILAS, ELENA;TSIMBERIDOU, APOSTOLIA M.;VO, HENRY HIEP;KURZROCK, RAZELLE",2022,1
"4120","WANG, DAPENG;JIANG, JINGXIN;FURUTA, MAMORU",2016,9
"4121","CHEN, XU;HERO, ALFRED O., III;SAVARESE, SILVIO",2012,27
"4122","YOUNG, SUZANNE;LEGGAT, SANDRA;STANTON, PAULINE;BARTRAM, TIM",2015,0
"4123","JARAMILLO-CARDOSO, ADRIAN;BALCACER, PATRICIA;GARCES-DESCOVICH, ALEJANDRO;BEKER, KEVIN;ROTH, EVE;GLICKMAN, JONATHAN;MORTELE, KOENRAAD J.",2020,6
"4124","HEIDER, AMER;GORDON, DAVID;COLEMAN, DAWN M.;ELIASON, JONATHAN L.;GANESH, SANTHI K.;STANLEY, JAMES C.",2022,0
"4125","LUSTICK, IS;MIODOWNIK, D;EIDELSON, RJ",2004,116
"4126","COHEN, AYALA;PLONSKY-TODER, MORAN;TIROSH, EMANUEL",2018,6
"4127","SEALE, DARRYL A.;BURNETT, JOHN E.",2006,1
"4128","WILLSON, JOHN D.",2017,18
"4129","BRIGGS, HAROLD E.",2009,10
"4130","GROCHAL-BREJDAK, MAGDALENA;SZYMURA-TYC, MAJA",2018,5
"4131","SHAH, BHAVIN;KHANZODE, VIVEK",2018,7
"4132","CHEN, FEIFEI",2022,1
"4133","TOLEDO, MARISOL;POORTER, LOURENS;PENA-CLAROS, MARIELOS;ALARCON, ALFREDO;BALCAZAR, JULIO;LEANO, CLAUDIO;LICONA, JUAN C.;LLANQUE, OSCAR;VROOMANS, VINCENT;ZUIDEMA, PIETER A.;BONGERS, FRANS",2012,4
"4134","FROEHNER, MICHAEL;HAKENBERG, OLIVER W.;WIRTH, MANFRED P.",2007,17
"4135","ISAKSSON, M",2001,21
"4136","SCHUTZ, M;BRUGNA, M;LEBRUN, E;BAYMANN, F;HUBER, R;STETTER, KO;HAUSKA, G;TOCI, R;LEMESLE-MEUNIER, D;TRON, P;SCHMIDT, C;NITSCHKE, W",2000,130
"4137","ERIKSSON, VICTOR;DUBOIS, ANNA;HULTHEN, KAJSA",2022,1
"4138","HOLLE, DAGNY;OBERMANN, MARK",2015,11
"4139","MAHRING, MAGNUS;KEIL, MARK;MATHIASSEN, LARS;PRIES-HEJE, JAN",2008,24
"4140","GHEZZI, ANTONIO;CAVALLO, ANGELO;SANASI, SILVIA;RANGONE, ANDREA",2022,6
"4141","ROBERTS, K;WHALLEY, H;BLEETMAN, A",2005,37
"4142","KIRNAN, JEAN;SHAH, SHIVANI;LAULETTI, CASSANDRA",2020,6
"4143","BAN, DAISUKE;KUDO, ATSUSHI;IRIE, TAKUMI;OCHIAI, TAKANORI;AIHARA, ARIHIRO;MATSUMURA, SATOSHI;TANAKA, SHINJI;TANABE, MINORU",2015,11
"4144","PAHRE, R",2005,28
"4145","DIPRETE, TA;MORGAN, SP;ENGELHARDT, H;PACALOVA, H",2003,57
"4146","ODUSOTE, O.;DAVIDSON, A.;VAN EYSSEN, A.;HENDRICKS, M.;LEVIN, M. E.",2016,0
"4147","MARATOS, FRANCES A.;ANDERSON, STEPHEN J.;HILLEBRAND, ARJAN;SINGH, KRISH D.;BARNES, GARETH R.",2007,18
"4148","BALAZS, NL;BERGEMAN, T",1998,37
"4149","GOLDEN, JM;HALPERIN, BI",1996,24
"4150","JAT, KANA R.;CHAWLA, DEEPAK",2015,16
"4151","JOSEPH, LAURICE M.;ALBER-MORGAN, SHEILA;NEEF, NANCY",2016,7
"4152","TIKHONOV, K. S.;MIRLIN, A. D.;SKVORTSOV, M. A.",2016,81
"4153","MANANES, A;ALONSO, JA;LAMMERS, U;BORSTEL, G",1991,19
"4154","LANSINK, AO;PEERLINGS, J",1997,12
"4155","DAX, K;ALBERT, M",2001,12
"4156","SANTOS, C;NOLTING, W",2002,47
"4157","ANDERSON, ARIANA;DOUGLAS, PAMELA K.;KERR, WESLEY T.;HAYNES, VIRGINIA S.;YUILLE, ALAN L.;XIE, JIANWEN;WU, YING NIAN;BROWN, JESSE A.;COHEN, MARK S.",2014,82
"4158","PERANI, DANIELA",2013,16
"4159","DAVIS, JESSICA L.;GRENERT, JAMES P.;HORVAI, ANDREW E.",2014,2
"4160","DE SOUZA, DANILLO B.;ARAUJO, HUGO A.;DUARTE-FILHO, GERSON C.;GAFFNEY, EAMONN A.;SANTOS, FERNANDO A. N.;RAPOSO, ERNESTO P.",2022,0
"4161","DIMCOVIC, ZLATKO;ROCKWELL, DANIEL;MILLIGAN, IAN;BURTON, ROBERT M.;THINH NGUYEN;KOVCHEGOV, YEVGENIY",2011,6
"4162","SEDRAKYAN, TIGRAN A.;CHUBUKOV, ANDREY V.",2009,9
"4163","WISSHAK, K;VOSS, F;THEIS, C;KAPPELER, F;GUBER, K;KAZAKOV, L;KORNILOV, N;REFFO, G",1996,40
"4164","VERAS, D. F. S.;SILVA, J. E. G.;CRUZ, W. T.;ALMEIDA, C. A. S.",2015,10
"4165","NUTTALL, FRANK Q.;WARRIER, ROHIT S.;GANNON, MARY C.",2015,25
"4166","KIP, KEVIN E.;SHUMAN, AMY;HERNANDEZ, DIEGO F.;DIAMOND, DAVID M.;ROSENZWEIG, LANEY",2014,15
"4167","TURNER, TERI L.;BALMER, DORENE F.;COVERDALE, JOHN H.",2013,15
"4168","CROSS, MAI'A K. DAVIS",2013,212
"4169","TAKEUCHI, D;YAMANAKA, S;WATANABE, H;OKUSI, H",2001,58
"4170","LINK, KARIN;MUELLER, BARBARA",2020,1
"4171","HUSSLER, CAROLINE;PAYAUD, MARIELLE",2019,4
"4172","GARCES, LILIANA M.;AMBRIZ, EVELYN;JOHNSON, BRIANNA DAVIS;BRADLEY, DWUANA",2022,0
